documents,label
"Some games are inappropriate for some.
",1
"You can report people for doing bad things.
",1
"Violence - even official games (like Crossroads) can have cartoonish violence,  prison and murder games have violence that is surprising for a game with an E10+ rating
",3
"Sex - Online Dating, Role Play Dating and ""Push Ups"" are common
",8
"Language - The one that breaks the E10+ barrier, there was a bunch of ""damns"" and ""hells"" by the ROBLOX community.
",9
"Money - ROBLOX tries to eat off money with their memberships, and they did this because they said "" Outrageous Builders Club"" (highest cost) is BEST VALUE!
",6
"i bet they didn't watch the video.
",6
"Sex - PhireFox, a machinima person talks about Sex commonly, but not as much as Alberts Stuff, which is a ROBLOX Let's Player that is COMPLETELY inappropriate, a sexual reference is when he called ""Apocalypse Rising"" ""Acockolypse Rising""
",1
"Swearing - The videos can range from kid friendly (Denis, DanTDM) to adults only (Alberts Stuff, That Blue Panda Guy) these contain lots of swearing, such as the F word, the B word, the T word, the D word, the H word, the S word and EVEN THE N WORD!
",1
"Drugs - Lots of them
",7
"Money - They always ask to subscribe and some of them (including DanTDM) have YouTube Red Only Videos!
",0
"Privacy - There are scam websites, fake giveaways and cyberbullying
",5
"
",0
"== OVERALL ==
",0
"
",0
"11+
",0
"I've played Roblox for about 4-6 years and as a little kid I was abused on that game, so I did what other people do: Report on the abuser.
",0
"I thought that guy would be banned in hours, but after days of playing that guy continued to stalk me across the site of Roblox, alas he was never banned.
",0
"AND ALSO THE ITEMS ROBLOX WAS SELLING WAS REEEEALY OVER-PRICED!
",0
"Many of the users on here will say very terrible things to the other users that I don't feel that I should say.
",2
"There are some games know as role-playing games where kids and teens and sometimes adults will create characters and will insult other players that do not know the rules or how to play it.
",4
"They will usually call them ""cancerous"" and ""autistic"" and many other awful things to the younger users finding themselves playing these types of games.
",8
"Some users will also scam other users for their special items.
",5
"If I had kids, I would definitely not let them play this game!
",4
"This did more harm than good, because several innocent phrases can be interpreted incorrectly by the filter.
",1
"Bullies & Trolls also reside on this website, so keep that in mind.
",5
"Additionally, it is HIGHLY recommended that you DO NOT spend any money in this game, virtual or real.
",6
"Hackers are known to take accounts and steal, blackmail, or frame their victims.
",4
"Sex games are a uncommon thing on this website but you can't encounter them by accident, and they're usually banned.
",9
"Another issue is that scams come in many forms in this game:
",8
"
",0
"- Comments telling you to visit a website for free stuff
",5
"
",0
"- People saying they will buy you robux and or BC on your account if you give them your password
",7
"
",0
"- Etc.
",0
"I love this game have been playing it for 5 years but now that there are no tickets it is impossible to get robux unless you try to hack or something or unless you pay and that is not fair tickets were a way to get robux  you got 10 everyday you logged on and you could trade them in for robux but now that there are no tickets there is no way to get them unless you pay or hack by the way you buy clothes and items with robux.
",6
"This game is not for you.
",4
"You will hear parents saying LOADS of bull crap.
",2
"And it's completely restricted.
",5
"So dont believe those overprotective.
",4
"Lying parents.
",0
"No bad content like that.
",1
"Whenever, Roblox crashes again.
",6
"It won't let you join again in a million times.
",7
"At times, there can be scams for free ""ROBUX"".
",8
"There are games with adult stuff and minor swearing, but thanks to popularity luck, these games are not getting noticed that much!
",9
"You can also friend people, and they might send you rude messages.
",5
"There are some problems, like the occasional filter loophole that people use a lot in the session.
",1
"When people die in this game, their body parts fall off (not in a gruesome way unless the creator uses certain scripts).
",3
"It's a great concept but there's some issues with this website that parents should be aware of.
",3
"Parents should be aware that the moderation on this website is pretty awful.
",2
"There is some days when a sexually explicit game gets on the front page and it'll take a few days for the game to be taken down by the moderators.
",9
"The community in ROBLOX isn't great either, be prepared to be called out for how your avatar looks or be blatantly insulted for playing a game how it should be played.
",5
"The Games
",0
"Some of the games on ROBLOX are pretty violent and may have blood and gore, which is considered inappropriate for the younger audiences.
",3
"The concept is great, but the community of this game ruins it with violent and pornographic games.
",3
"You may want to consider about letting your child on this site.
",7
"there is one thing that really makes me want to rip my hair out.
",0
"There is a lot of exploiting and bullying in this game.
",9
"so I type my other accounts and they don't work.
",0
"this gets me really frustrated because now I cant share my problems with the creators and give advice.
",9
"FIX THIS NOW.also lots of kids talk about sex in this game so beware.
",8
"They don't directly help this issue.
",9
"ODers frolick around without Roblox caring.
",6
"Honestly this could effect your child's safety if they were to do this and talk to an older person who gets them to use a site outside of roblox.
",7
"DO NOT ONLINE DATE KIDS.
",0
"Roblox does moderate the chat, too much especially for kids under 13.
",8
"They can  say things like 'Bish' instead of the actual word or WTF instead of the actual sentence.
",1
"In all honesty it is a block body character.
",2
"When they die, they fall apart and a sound is made.
",3
"But you don't usually see blood, if you do it isn't realistic or anything.
",7
"Of course there are games where you have to kill people, but it isn't realistic.
",3
"- ON THE TOPIC OF HATE -
",0
"There is a lot of hate on roblox.
",2
"People can say a lot of mean things and it's really sad to watch.
",1
"People will make fun of you for your grammar, to who you look, to your join date, to any little thing they can pick at.
",7
"The only thing I hate is the amount of paid stuff!
",2
"9 and below should avoid them.
",7
"Online Dating is biggest thing wrong in Roblox so tell your child not to talk.
",7
"however they may be some downs due to the expensive items.
",8
"Some of these items are actually used for the very known problem: Online dating.
",6
"But another problem is hacki- excuse me I meant EXPLOITING and scams.
",0
"Another type of scam would be site scamming, someone would trick someone into logging on into there own fake roblox site into getting the account, and there are many more types of scams.
",5
"Exploiting; yes, the horrid name for ""hacking"" in roblox.
",1
"Roblox has infact got there site exploited before and one example is the 2012 April Fools hacking, but probably fake.
",0
"Aand another bonus: Many people on the so called site: V3rmillion have cracked passwords from OBC roblox accounts and sell them, and it includes other users too, so i'm putting in a safety and privacy concern.
",8
"I bet you that half of these people who say Roblox is bad are just parents who just played one roblox game made by a noob  for 1 second and when they just see one naked person they say "" THIS GAME IS PORN AHHHH!!!""
",0
"Gosh you can't control how a person looks.
",7
"If your kid was that DUMB ENOUGH to tell your private info.
",7
"You would have to take them to a doctor.
",7
"I saw on this website that someone said they were called a troll.
",0
"A troll is someone who acts dumb so they could get attention.
",7
"Bullying.
",0
"Half of the time your kid  gets bullied on roblox is just because he is being a jerk to other people and people don't like him.
",5
"Or he is doing something REALLY dumb.
",0
"I would expect you parents to be more thoughtful about the world we are living in right now.
",4
"Because PEOPLE are NOT perfect.
",2
"hope I'm not the only person complaining about this
",2
"I been playing roblox for a long time and some of the updates ruined its reputation, as scammers appear more often.
",9
"Roblox has a high consumerism problem.
",8
"but even worse when you don't get free daily robux (Money on roblox)
",6
"
",0
"But if your like me and bypass it, hopefully you can have a good experience.
",3
"Since 2011, I have watched the community get worse and worse.
",5
"People are rude and though they have a ""filtered"" chat, swear words still get through, (s.3.x, f.v.c.k, etc.)
",1
"As I said in the title, a game that the players create sounds like a good idea, but without heavy moderation, turns out to be a crap chute.
",3
"Downgraded in quality.
",1
"Unless you get Builders Club (paid membership) since they took away tix, there is practically no way to get robux.
",6
"speaking of robux, I have seen A LOT of ads and messages saying stuf like ""FREE ROBUX NOW!
",5
"JUST REMOVE THE *S!""
",0
"Had to bring one of my computers to a shop to get fixed because these scams install viruses, adware, spyware, etc.
",8
"to your computer.. My little cousin (6) falled for one of these and completely destroyed my computer.
",3
"There is some violence in roblox..Mini games such as: Twisted Murderer.
",1
"Some flirting and ODER Stuff (Onine dater) you can swear but u get banned.
",1
"Most swear words are censored and if you dare type them into chat it comes out as ####.
",1
"Still you can get away with saying fck, sht, rap3, peni5, etc.
",7
"Ever since Mid-April 2016, ROBLOX discontinued ""TIX"" a free way to get Robloxian Money.
",5
"Now the main currency is Robux which costs money.
",6
"Wearing this will cause people to call you a ""Noob"", ""Idiot"", ""Dumb New Player"".
",4
"Blocking people will make you not be able to see their chat if they're saying inappropriate words.
",7
"I loved it but the content was never moderated on the games 
",1
"there was a little bit of sex, too much violence and WAY too much swearing
",2
"But this teaches your kid a really good leason.
",2
"Players can make games that include blood and gore and sometimes sex and bad language but sex and bad language can be reported.
",1
"Characters can swear and talk about inappropriate stuff and moderators don't do anything they just wait for someone else to report them.
",7
"I am confused by other comments I find that the community is good as long as you ignore the angry little trolls.
",1
"All games have a required chat filter I have seen games remove the filter but they get deleted within a day.
",1
"So if you are uncomfortable with your kids playing violent games roblox may not be the best.
",7
"I have never once seen a roblox game with inappropriate/sexual material the admins work very hard to delete all those games as soon as they pop up.
",2
"I played a game called ""Mad Games"" which turned out horribly wrong.
",0
"I then got called ""idiot"" or ""noob"" for teaming up with the other player.
",8
"This shows the players are mean.
",3
"I talked to him for a bit, he was nice, but then someone cut me in line and the staff did nothing about it.
",0
"I asked for my spot back, but then he was just plain out rude.
",0
"I played it, but there was to much killing, blood and gore so I left.
",3
"For the sake of being safe online, I would not recommend this game.
",2
"Well, to begin i'm a fifteen year old, I've been playing since the year 2008 (10/27/2008) Well it was great in the years 2008-2012 then 2013 came along and there's MANY scammers.
",0
"yes you can die in ROBLOX but you fall into pieces mostly.
",3
"parents get butt hurt when their child is called ""noob"" noob isn't always a bad thing.
",0
"Just a head's up"" if we are playing a game were if you are a noob then you're not really going to kill anybody.
",7
"In one word - Disgusting.
",1
"I've played this game for a while now (2009 in fact) and I can say ROBLOX certainly isn't safe for kids, anymore.
",2
"It once used to be but since 2014-15 it's really let itself go.
",6
"Online Dating (OD'ing) isn't stopped, in fact, ""Stop online dating"" is censored.
",2
"YouTubers and ROBLOX rule enforcers are banned sometimes deleted if they try and prevent Dating.
",2
"Games like 'Adopt Me' or 'Girls and Boys Hangout' take Months to get removed or never do.
",6
"Obviously, they're used inappropriately allowing people to make sexual gestures.
",7
"I don't blame ROBLOX for this but they don't ban these games.
",2
"Violence, ROBLOX claims to have a nurturing environment, but they are games like 'The slaughtering floor' which is just Violence, Blood, Guns... You name it.
",8
"Not to mention, the number of times I've loaded a ROBLOX game to have a PORNHUB advert flash up on my Screen showing, well...
",8
"Overall, do not let your Child play this disgusting game.
",7
"It cares about Money, not your Child, if you still think it's okay to allow your Child to go on the game PLEASE talk to them about Internet safety and monitor them.
",7
"My little Sister almost exposed our Home Location to a total stranger Online before we told her it's a bad idea.
",0
"Good but some games influence violence but if you tell your child not to play them they should be fine.
",7
"You get occasional trolls if your child is under 13, tell your child to leave the game.
",7
"You can get online daters which are quite annoying.
",2
"Swearing is not allowed.
",3
"But then people were being mean, calling me a noob and telling me to stoo being wierd and recording not even for youtube.
",4
"People date too much there, and the worsy game whe it comes tk dating is Girls and Boys hangout.
",0
"There are bikinid in the game,  and I dont think that's suitable for kids younger than 12 like me.
",4
"I'm sorry to break it to you parents, but your children cannot be shielded from the internet forever.
",4
"Parents, this is directed at you.
",9
"I saw a few reviews of calling out ROBLOX as a place not to have fun and that it is not child friendly.
",1
"I have to tell you something, I think you know it also, The internet is the internet, there is many things that your children will find on it and it will make you angry.
",7
"I say that you should have a talk with your kids and tell them the dangers of the internet before letting them loose.
",7
"(for non-builder club members) I have been having a hard time making robux and it is not easy!
",6
"Creating a game takes a lot of time and some people don't have any time for that, including myself.
",1
"It is a ripoff.Regular users do not recieve any tix or currency.This means they can not buy anything in the game.Instead they have to spend real money to get robux.I used to like roblox before this update.
",6
"Way too much sex people will have sex flirt and talk about drug references.
",8
"If you cuss you'll see ur meesege but it wil be covered up with hashtags.
",8
"Back in about 2014 I had someone log into my account with out my knowing, and stole a lot of the in-game currency called Robux.
",0
"Witch was all taken from my account, and all my rare hats.
",0
"For me I figured this out and lied about my DoB because back when I started Roblox I no friends outside of Roblox.
",0
"95% of the people there are grumpy, ignorant teenagers.
",1
"They don't care about you or your life, and will do their best to humiliate you.
",9
"A new disaster is chosen for every randomly selected map.
",2
"Games I suggest for your child not to go on.
",7
"Boys and Girls hangout: This one is complete horse play, also being disgusting.
",8
"It is a dangerous action, especially on ROBLOX with all the kids, and I suggest prohibiting children under 13 from playing it.
",4
"This game is bad because it sends a invalid message to youngs, and it influences them to think High school is  not serious and is just what is replicated in the game but in real life.
",8
"Youngs may later go to highschool to find a harsher and more careless environment.
",1
"3: Mad Murder/Mad games/Murder: This game is really the worst.
",2
"Even though it's not horse play and online dating, it influences shootings and knifing others, as well as being into bad trends.
",8
"You have to find who the murderer is and if you are a citizen, you try not to go near the murderer, and if you're a cop you have to find who the murderer is by LITERALLY witnessing that individual knife people.
",8
"It puts a wrong image in your child's head and I strongly suggest for you not to have any relations to this game.
",9
"This games show pornographic and sexual content.
",3
"It also shows people killing other people with guns and a vast vocabulary of cuss words.
",1
"My brother started playing the game and when he went to school he told his teacher bad words from the game and was suspended.
",0
"Very bad for kids
",4
"Many of the reviews here are outdated and such so let me explain.
",1
"Yes, you can type out Swears and inappropriate language but most of the time it is hashtagged out and is not seen by others.
",1
"Also to anyone that says they emailed Roblox on their decision to ban you that is highly unrecommended even if you were innocent, just wait till the ban gets lifted for if you do email them the ban will worsen.
",9
"An issue I will admit that Roblox has is that it does have lots of consumerism but most of the time you should be able to get by (ex.
",8
"Beware of cussing here, major problem for younger kids.
",9
"Although ROBLOX moderates cussing, you see alot of these:
",7
"
",0
"F#ck
",0
"B!tch
",0
"Sh!t
",0
"
",0
"Great buliding game for kids, though.
",0
"Just the cussing.
",1
"Well that went downhill pretty quickly.
",6
"Has a sane opinion ~Gets bullied~.
",7
"Dresses up as a girl ~Targeted by creepy, dirty minded pre-schoolers, or at least I think they are...~
",9
"
",0
"And over the 3 years I played, I encountered explicit, terrifying and violent games.
",9
"THE GAME CREATOR IS RUDE
",0
"CUSTOMER SERVICE IS HORRIBLE
",0
"EVERYTHING IS HORRIBLE 
",0
"ROBLOX COMUNITY IS HORRIBLE
",0
"EVERYTHING IS PLAIN BAD.
",0
"DO NOT JOIN ROBLOX!
",0
"I have read dozens of reviews regarding how it has too much swearing and it is highly inappropriate for kids, and I have to say, not all of that is true.
",2
"Completely unbalanced mess of an ecosystem.
",2
"There are ads everywhere, and so many features are limited to members of the wildly expensive ""builders club.""
",8
"As a product of consumerism (pun intended), there are massive amounts of dishonorable players.
",8
"These players buy (or have their parents buy) in game weapons, or other tools and abilities, and then unfairly exploit them.
",3
"People with this weapon often stay around enemy spawns, and constantly fire it, disallowing other players to do anything, and in turn ruining the game.
",5
"If you try you will likely get banned.
",7
"All non-Builders Club members get wired to these moderators, who will do NOTHING about it, except maybe punish you.
",5
"However, the BUILDERS CLUB members- well, they get the exact same treatment.
",6
"Everybody loses.
",0
"The reason I marked this with Safety and Privacy Concerns, is because the comments on games are FILLED with scammers.
",8
"You seldom see a non-scammer comment.
",2
"These contain links that go to websites, claiming to give you free ""Roblox,"" while actually stealing your account, and finding your IP to track your child down.
",7
"Also there is dating and junk roleplaying games which could include some bad stuff if your child is mature enough go for it but he/she can say stuff that can get them banned so talk with them about it.
",3
"Also there is some violence such as bombs, guns, possibly blood and gore.
",1
"There is also ALOT of swearing and scams out there for in game currency called rubux.
",8
"Drinking and smoking is a high possibility with violence.
",1
"The last thing is hackers a lot of hacking for personal info the chance of that is quite slim but there's a chance.
",4
"my friends quit because of that.
",0
"It commits to terrible updates, and doesn't even read the forums of suggestions from the players.
",3
"Its recent update was that it erased Personal Servers, in which I think is stupid.
",1
"They also took away the tix currency, which made 1/2 of trade and conversion pointless.
",8
"The Easter Egg Hunts rarely have participants, and the eggs dont even hatch anymore.
",6
"What I find stupid is how much money it is to join Buildersclub.
",6
"They keep on discouraging and discouraging people who are not members in order to get money, even though they already have more than enough.
",8
"My huge problem here is the personal servers deletion, because I build better in those.
",8
"I am not gonna consider problems from the players, because they don't relate to the staff at all.
",6
"I am not asking for the game to become like the 2006-2008 edition, because considering that many things great occured there, there was also a lot of lag and bugs.
",9
"The admins keep on updating, and I am incapable of keeping track.
",3
"Many scripts have been broken.
",2
"After the moderator for the Builderman died, they were replaced with a robot.
",1
"What makes this game not good overall is that the ROBLOX staff doesn't even want to claim that its on BETA, still.
",4
"Shedletsky hasn't provided anything good.
",6
"I'm planning on quitting, soon.
",7
"This game is just a huge copy of a game i play called Minecraft.
",1
"And roblox is the worst game you can play in my opinion.
",0
"Okay, the idea seems okay, but the physics are all wrong.
",4
"I ran this game on my Macintosh 128K and it lagged out so hard.
",0
"This leads me to believe the coding is all wrong.
",2
"I play Mario and I am really good at platformers, so I know this game must be trash.
",3
"But be careful, there are Teens that sometimes use inappropriate  language such as cussing.
",1
"I started being bullied after my account got hacked around May 2015.
",0
"I've quit ROBLOX recently.
",0
"It was too much for me.
",0
"WHY YOU SHOULDN'T PLAY ROBLOX:
",0
"Too many teenagers.
",1
"To speak with these teens, you have to lie about your age.
",7
"There's a few games, but not many, that have blood, etc.
",3
"You can even say BAD WORDS by removing a few letters, or simply adding symbols,  for example: ""sht"".
",1
"Bullies.
",0
"There are so many bullies.
",1
"I have been picked on because of ROBLOX.
",8
"Please, pretty please, do not let your child, or if you're a kid/teen, yourself, play this game.
",7
"It is simply horrible.
",2
"One thing I can tell you right away is that the community is far from friendly,  and it can be somewhat difficult to make friends due to the overall harshness and prejudice of the general player base.
",0
"Aside from the players, the game does suffer from major flaws.
",9
"A few being poor moderation, over consumerism and hackers slash exploiters.
",8
"The moderation of this site isn't optimal, but it's sufficient enough to where your child is not exposed to nudity or anything along those lines, but people may use methods to bypass the weak filter currently in game, which means your child is often going to encounter swearing and harsh language, since rude behavior is hardly regulated.
",1
"There's also another ongoing problem aside from the community, and that is the game constantly trying to get you to purchase something.
",6
"Even customizing your character will cost you money.
",9
"Hackers and exploiters also pose a threat to your child.
",5
"They will most likely ruin their experience due to all of the hackers breaking and screwing with the game.
",9
"The game is'nt really for kids because some players still make porn on roblox there's volience .We do drugs on roblox if you don't belive because i do it on roblox we made a secret game so.And the safe is not really safe.It's annoing like we don't even swear it's still putshashtags?And some people who pla the game are super mean ,annoing and stupid.
",8
"This game has inappropriate content on games, the roblox co. bans these game as well but A REALLY BIG RISK!
",2
"There's swearing as well but if it is a child account, it will block the swearing.
",1
"Recommended not getting roblox for your child.
",7
"ROBLOX is full of things that are good and bad for kids.
",2
"There safe-chat system kind of works but sometimes it'll block out perfectly fine words.
",1
"Then that person was caling me a noob and stupid.
",9
"They said ""I am leaving stupid girl and don't follow me"".
",0
"I then cried..... Althought you can report them I feel like it never works.
",7
"Therefore parents, you have to tell your children to not chat because not even the safe chat works.
",7
"First of all, The Item in Roblox Are very expensive, There are online dater and dating games, and that only the problem.
",3
"There No ""S.E.X games"", People who made that will be remove or ban for life, and of course there ""violent"" but it not really bad.
",1
"this game, is so laggy and doesn't work, I have deleted the app and tried to download it again which also doesn't work.
",6
"I find it a waste of my time, why play a game when it takes 30 seconds to just look in the other direction!
",0
"There are players on there (""Trolls"") who's main reason for being online is to ruin the fun and enjoyment of other players.
",6
"Reviews have claimed that the Staff of ROBLOX (""Moderators"") don't pay attention to these reports, and when they look at them.
",4
"They don't do anything, I understand the irritation.
",4
"Another problem with players is the online role-playing and dating.
",1
"While it is against the rules of ROBLOX, these are Children most cases.
",2
"They try and cheat the system, using words that the computer doesn't recognize as dating phrases, this also goes along with swearing.
",1
"Kids attempt to cheat the system, using words like: (Excuse my profanity) ""Fk u"", which is derived from ""Fuck you"", ""Sht"" for ""Shit"".
",1
"They're more difficult to get rid of, but I don't think they're the main problem.
",6
"3, Violence: As a Parent, your last expectation from a ""Kids"" game is to see gross and graphic violence, those sorts of actions are more fit for an ""Adult"" game.
",2
"But some of the games on ROBLOX have Violence, whether by Guns, Bombs, Swords, etc.
",3
"Roblox is a hard game to choose an age rating since in depends on the game but i will say 13+ because some games are rude and violent and a lot of the strangers in the chat swea
",2
"well when my friend showed me i got hooked but then we figured out people could make viruses there... so i stopped ROBLOX i might play it sometimes at my friends house but i did not make them download it
",0
"Super safe chat should be for those 15 and under because they aren't ready for Rated-R movies and people say stuff like ""what the h**l"", ""sh*t"", ""d*mn"", and ""p*ss"" uncensored!
",4
"There could be violence which could be unsuitable for those under 10.
",1
"I started playing when I was 9 years old and it was pretty violent.
",0
"Kids 10-15 can handle violence and language but can't handle sex so STOP MAKING SEX because people go like ""Let's go out"" and ""123 for a hot bf/gf"".
",3
"You kids under 10 reading this, DON'T GO ON ROBLOX because there is too much violence, swearing, and a bit of sex!
",2
"The game is overly materialistic and poorly moderated.
",5
"Unless you have some superior internet, you ain't making much use of this game.
",7
"Roblox staff claim they do not support bullying.
",6
"There is so many stupid items in the catalog against ""noobs"".
",4
"No wonder a poor noob can't make friends!
",9
"Other kids will see that stuff, think they are doing the right thing, and start bullying ""noobs""!
",7
"If Roblox really is against bullying, they will do anything to avoid it, and making rude content will only increase the chances of bullying!
",2
"Sorry, Roblox staff.
",0
"You only care about your own benefit.
",7
"I love this game deeply, but it has it's drawbacks.
",3
"You can report, but the moderators don't care.
",2
"6) cussing can get through chat logs, but not very easily.
",1
"7) it is okay for younger kids, but it can be violent
",3
"Firstly, let me say that you parents are VERY mislead and they don't include ROBLOX Studio.
",4
"I know there are LOTS of violent games on there, but there are more than just violent!
",3
"Here are a few games that are more CARTOON violent than real world violence:
",8
"
",0
"Person299's Minigames by Person299
",1
"Work at a Pizza Place by Dued1
",0
"Ripull's Minigames by Ripull
",1
"The Plaza [Beta] by Widgeon
",1
"Survive the Disasters by Vyriiss
",1
"Natural Disaster Survival by stickmasterluke
",4
"Tiny Tanks!
",0
"Oh man, LOTS OF HORRIBLE THINGS with the community.
",1
"Only thing to tell you is to ignore them.
",7
"Don't chat to them unless you really need to (Please don't try to ""call them out,"" most of them are trolls who want to have fun by making people mad.)
",7
"If they can't pay for all of that, ROBLOX would not be able to survive.
",7
"If you think BC is expensive then don't buy it.
",6
"So to sum it up, ignore the trolls/flamers/spammers and the majority of the community.
",3
"There are more but they lost interest in ROBLOX.
",0
"Some servers can have bad things in them like fighting shooting etc but as long you stay of the bad servers you'll be ok
",1
"Cons:Forums are toxic.
",2
"too many trolls.
",2
"Some games are innapropiate.
",3
"Poorly moderated.
",0
"However, I started seeing swearing and sexual content, such as ""ROBLOX S3X 18+!!!"".
",1
"These games, however, are quickly removed by the moderators and the creators are banned.
",6
"There are perverts looking for kids to give you there information.
",5
"I also saw in the chat log  saying ""Meet me at store for meth"" you can report them, but sadly Roblox doesn't care about your safety.
",0
"Take my advice, don't go on that site for the safety of your child.
",5
"Take caution as there are also some trolls and churlish people out there.
",3
"I like this game myself but it can get a little boring once and a while so I don't play it a lot as I used to
",0
"They try to keep people from swearing, but sometimes it still comes through.
",1
"If there is innapropriate content in a user's message, it is usually changed to #'s or [Content Deleted].
",1
"Users 13 and older are put on the blacklist, which means any word they say that is on the blacklist is replaced by #'s for them and any others.
",1
"There are also people who try and steal other users accounts.
",1
"There is some violence in some player created roblox games, but because of how roblox is designed, it isn't as graphic as some games.
",1
"Those games are actually not as fun as some of the free games.
",8
"There are some people I noticed who were lying about some of the things in roblox.
",9
"Front page games never have any innapropriate content in them because roblox moderation would delete them immediately if they did.
",3
"One: On some games, people will mercilessly exploit (give powers to kick, fly, etc without permission)
",1
"
",0
"Two: Bypass the chat filter and curse like a sailor
",1
"
",0
"Three: Trolls.
",0
"Trolls.
",0
"Trolls are everywhere
",3
"
",0
"Four: Scammers.
",0
"PLEASE DO NOT LET YOUR CHILD PLAY THIS.
",0
"""Robloxians"" have their own territories: Forums = trolls joking about 911, cancer, and autism.
",3
"Games = uneducated children that swear their heads off.
",9
"Unfortunately they did not turn the sound off: (WARNING EXPLICIT LANGUAGE)  https://m.youtube.com/watch?
",7
"v=5cRLZLcna1A
",0
"
",0
"There are satanists, emos, and pervs on Roblox.
",7
"Occasionally (8-12 months) you'll see an inappropriate game, but the mods usually take it down in an hour.
",1
"If you don't want your child to see flattened cylinders colored red, that is merely your choice.
",7
"If your child wants to play something more ""mature"" after roblox, people/users will make fun of your child for being part of the community.
",7
"There is not a big blue ""CREATE"" button anywhere, so you'll have to go through a maze to even create a few bricks in roblox studio.
",2
"I will guarantee your child will get bored before he ""creates"" anything.
",5
"Well first i have problem with my account and roblox admins asked me for my email in roblox i typed my email which i used on roblox and they say that email is not correct and they don't let me play and i had so much good things :( Roblox SUCKS
",0
"Its not good on some games so be sure its ok to play
",3
"Eh, I guess we will start with swearing.
",3
"Its rare for you not to see people swearing on roblox.
",1
"Ive saw people getting around the filter and saying the full F word and SH word!
",1
"It's just so messed up sadly... (Not exaggerating!)
",2
"Now kids can see all those nasty words and post their own, because don't be surprised if your kid starts swearing on roblox!
",7
"And now on too a biggie: Violence.
",2
"Your gonna see FPS games with real life based guns like AK 47s where you kill the other players.
",8
"Also, bloody games are common.
",3
"Does roblox do anything about it?
",6
"In my opinion, roblox is 15+ if you ignore and don't get involved  in the horrible stuff.
",7
"Not on this nightmare.
",6
"Very poor moderation.
",6
"I think of roblox as a trap, because it can get really addicting and so you will see so much bad stuff but not be able to stop.
",5
"But, I left roblox and don't come on it at all anymore.
",0
"If you want your child to be safe, please don't let them play this!
",7
"I screamed at him to stop it, but he didn't.
",0
"I immediately deleted my account.
",0
"If you don't want this happening to your child, don't let them get this!
",7
"My friend told me about this website so I went playing a game made on there called Natural Disaster Survival and I just said there is flood and those people said ""Shut Up!""
",0
"and some said ""GO F**K YOUR SELF"" like wtf all I said is that there is flood.
",3
"Also there are gun shootings in some games so parents beware that kids under 16 shouldn't play this.
",8
"ALSO SOMEONE SAID THIS: ""who wanna date me"" LIKE WTF THIS ISN'T A DATING SITE!!!!!!
",5
"STAY OFF THIS GAME OR JUST PLAY AS GUEST.
",0
"', which is really not true.
",2
"""Ugly,"" and other rude things.
",1
"There are plenty of horrible games, but plenty of nice ones as well.
",2
"I played games where slenderman would come and kill you if you didn't escape, I also played games where I could chop of peoples limbs.
",3
"There are very few games where there is even blood, and I knew it was just a game and was not real.
",0
"Bad, but amazing.
",2
"WHAT'S THE POINT OF EVEN BANNING THEM WHEN THEY DON'T CARE?
",0
"I have also gotten suicidal thoughts, depression, and more from being on this website.
",6
"It's very sad and annoying considering how friendships start and end.
",3
"Players are also able to say Fk Sht, DckHead C0ck Pvssy Svck And more.
",1
"New players are also bullied to death by being shunned when entering games that have admin.
",4
"(Someone goes into a admin came, Being called a ""Noob"", and being punished until they leave the game. )
",0
"So yeah, I wouldn't recommend this Unless you have secure  watch over your children.
",7
"Although you might think ROBLOX has viruses and other things, 
",8
"It doesn't.
",0
"Viruses from ROBLOX.com is from other websites that infect your Computer.
",5
"And you might say the administration is bad.
",3
"Because of people who change a letter in a bad word such as the F word, they make it fk.
",1
"Now if you dont want them to see this, then don't even create them an account!
",7
"if you don't want them to see Cussing, then just don't create them an account.Its not ROBLOX.
",7
"The community can be unpredictable sometimes..
",7
"Trolls
",0
"Online Dating
",0
"Foul language
",1
"In case you think Roblox has too much online dating, don't play those games or make your own.
",7
"It's security system is good, but scams can happen.
",8
"With these scams, kid enter their username and password into a fake login screen on a fake Roblox site or ingame.
",5
"If your kid has Builder's Club, then they are at greater risk, because those scammers can look at the billing info and use your credit card number for yourself.
",7
"This game does have inappropriate people I won't lie about that, but when you think realistically you're going to end up running into inappropriate people every where.
",8
"Kid's are swearing and online dating, but that's just kids of course they're going to act like little brats and do silly things.
",3
"When I saw some of the parent reviews saying it was extremely violent, and had inappropriate games/users, it really annoyed me.
",0
"This one I do agree on with other parents, moderation isn't the best.
",2
"In fact, reporting people literally does nothing.
",2
"On the other hand though, you rarely see sexual games, and violence can only get so extreme.
",2
"There isn't many ways to make this game gruesome.
",1
"Like I said, there are games and people who aren't so nice.
",1
"I personally believe that Roblox isn't as bad as all these parents who're complaining believe it to be.
",2
"Yeah, I get people can be pretty inappropriate at times, but what site //doesn't\\ have flaws?
",2
"The report systems don't work because Roblox doesn't have enough time to pick out what every individual person needs, so only the more serious reports get answered, scamming, death threats, etc.
",6
"And cyberbullying is a problem on every site.
",2
"As a player who has played for this amount of time, I am heartbroken to see what the game has become.
",0
"Scamming and spam is comparable to what it was before, however it is still an issue.
",3
"In many games now, inappropriate language and uncouth behaviour runs rampant.
",4
"I would advise anyone not seeking to experience bad language to avoid games which are inherently designed for communicating and not to achieve something (ie games which are like 'clubs', 'hangouts', 'high schools', etc).
",9
